파일명,클러스터,구간-시작(초),구간-종료(초),최소 주파수(Hz),최대 주파수(Hz),최빈값(Hz),최대 진폭(dB SPL)
703.wav,0,0.00,1.00,77.03,77.03,77.03,68.03
704.wav,0,0.00,1.00,62.25,62.25,62.25,67.09
705.wav,2,0.00,0.84,91.80,91.80,91.80,92.28
706.wav,4,0.00,1.00,136.12,136.12,136.12,93.51
707.wav,1,0.00,0.88,77.03,77.03,77.03,81.60
708.wav,2,0.00,1.00,106.57,106.57,106.57,76.36
709.wav,2,0.02,1.00,91.80,91.80,91.80,87.82
710.wav,0,0.00,0.49,62.25,62.25,62.25,59.19
711.wav,1,0.00,1.00,91.80,91.80,91.80,74.29
712.wav,1,0.00,0.98,77.03,77.03,77.03,64.32
713.wav,3,0.00,0.95,121.35,121.35,121.35,71.76
714.wav,2,0.00,1.00,106.57,106.57,106.57,90.46
715.wav,1,0.00,1.00,91.80,91.80,91.80,78.24
716.wav,9,0.00,0.98,209.99,209.99,209.99,68.82
717.wav,2,0.00,0.98,106.57,106.57,106.57,72.43
718.wav,2,0.00,0.86,106.57,106.57,106.57,60.03
719.wav,12,0.00,0.98,254.32,254.32,254.32,56.69
720.wav,0,0.00,0.30,62.25,62.25,62.25,68.84
721.wav,2,0.02,0.95,106.57,106.57,106.57,68.73
722.wav,0,0.00,0.91,91.80,91.80,91.80,64.88
723.wav,3,0.00,0.98,121.35,121.35,121.35,69.00
724.wav,1,0.02,0.88,106.57,106.57,106.57,65.06
725.wav,6,0.00,0.98,224.77,224.77,224.77,63.73
726.wav,5,0.00,0.98,136.12,136.12,136.12,86.63
727.wav,1,0.00,0.98,91.80,91.80,91.80,67.73
728.wav,3,0.00,0.95,136.12,136.12,136.12,62.43
729.wav,5,0.00,1.00,224.77,224.77,224.77,61.99
730.wav,0,0.00,1.00,91.80,91.80,91.80,61.76
731.wav,3,0.00,0.93,136.12,136.12,136.12,67.69
732.wav,9,0.00,0.95,224.77,224.77,224.77,71.44
733.wav,6,0.00,0.84,195.22,195.22,195.22,60.14
734.wav,3,0.02,0.98,150.90,150.90,150.90,75.46
735.wav,4,0.02,0.86,136.12,136.12,136.12,58.93
736.wav,8,0.00,1.00,239.54,239.54,239.54,62.06
737.wav,3,0.05,0.91,150.90,150.90,150.90,54.31
738.wav,4,0.02,0.95,150.90,150.90,150.90,54.21
739.wav,0,0.00,0.93,91.80,91.80,91.80,68.66
740.wav,1,0.00,1.00,121.35,121.35,121.35,61.71
741.wav,8,0.00,0.98,209.99,209.99,209.99,56.22
742.wav,1,0.00,1.00,91.80,91.80,91.80,77.85
743.wav,1,0.00,0.63,91.80,91.80,91.80,76.89
744.wav,4,0.00,0.93,209.99,209.99,209.99,58.63
745.wav,2,0.00,0.98,136.12,136.12,136.12,59.83
746.wav,3,0.00,0.98,136.12,136.12,136.12,62.72
747.wav,4,0.14,0.91,150.90,150.90,150.90,66.70
748.wav,3,0.00,1.00,136.12,136.12,136.12,70.42
749.wav,3,0.00,1.00,136.12,136.12,136.12,72.26
750.wav,2,0.00,0.93,121.35,121.35,121.35,62.24
751.wav,0,0.00,0.91,77.03,77.03,77.03,57.82
752.wav,3,0.00,0.88,136.12,136.12,136.12,70.51
753.wav,9,0.00,0.98,224.77,224.77,224.77,64.94
754.wav,4,0.00,1.00,150.90,150.90,150.90,68.07
755.wav,2,0.00,1.00,106.57,106.57,106.57,63.38
756.wav,0,0.00,0.98,91.80,91.80,91.80,64.55
757.wav,0,0.00,0.98,91.80,91.80,91.80,62.34
758.wav,0,0.00,0.95,91.80,91.80,91.80,64.22
759.wav,2,0.00,0.95,106.57,106.57,106.57,66.74
760.wav,2,0.00,0.95,106.57,106.57,106.57,60.47
761.wav,6,0.00,0.93,224.77,224.77,224.77,54.09
762.wav,1,0.00,0.98,91.80,91.80,91.80,63.77
763.wav,0,0.02,0.88,91.80,91.80,91.80,64.44
764.wav,2,0.00,0.98,121.35,121.35,121.35,62.17
765.wav,5,0.00,0.77,165.67,165.67,165.67,66.05
766.wav,0,0.00,0.79,77.03,77.03,77.03,51.65
767.wav,0,0.02,0.98,91.80,91.80,91.80,63.22
768.wav,0,0.02,0.84,91.80,91.80,91.80,56.24
769.wav,1,0.02,1.00,106.57,106.57,106.57,65.05
770.wav,0,0.00,0.91,91.80,91.80,91.80,64.55
771.wav,3,0.00,1.00,136.12,136.12,136.12,68.60
772.wav,3,0.00,1.00,136.12,136.12,136.12,68.87
773.wav,19,0.00,0.70,535.03,535.03,535.03,58.34
774.wav,3,0.02,0.93,136.12,136.12,136.12,68.23
775.wav,0,0.00,0.93,91.80,91.80,91.80,58.64
776.wav,3,0.00,0.93,136.12,136.12,136.12,66.96
777.wav,0,0.02,0.81,91.80,91.80,91.80,61.84
778.wav,3,0.00,0.95,136.12,136.12,136.12,70.08
779.wav,2,0.00,1.00,121.35,121.35,121.35,68.35
780.wav,2,0.02,1.00,121.35,121.35,121.35,62.20
781.wav,3,0.00,0.93,136.12,136.12,136.12,69.58
782.wav,3,0.00,0.98,136.12,136.12,136.12,71.13
783.wav,3,0.00,1.00,136.12,136.12,136.12,72.32
784.wav,3,0.00,0.98,136.12,136.12,136.12,71.76
785.wav,2,0.00,1.00,121.35,121.35,121.35,64.13
786.wav,2,0.00,1.00,121.35,121.35,121.35,63.18
787.wav,1,0.00,1.00,91.80,91.80,91.80,61.06
788.wav,12,0.00,1.00,254.32,254.32,254.32,70.67
789.wav,0,0.00,0.91,91.80,91.80,91.80,68.15
790.wav,13,0.00,1.00,254.32,254.32,254.32,81.99
791.wav,0,0.00,1.00,62.25,62.25,62.25,67.50
792.wav,2,0.00,1.00,91.80,91.80,91.80,80.81
793.wav,1,0.00,1.00,77.03,77.03,77.03,77.86
794.wav,0,0.00,1.00,62.25,62.25,62.25,74.01
795.wav,0,0.00,0.86,62.25,62.25,62.25,74.37
796.wav,1,0.00,1.00,77.03,77.03,77.03,74.65
797.wav,0,0.00,1.00,62.25,62.25,62.25,73.38
798.wav,0,0.00,0.79,62.25,62.25,62.25,66.80
799.wav,1,0.00,1.00,77.03,77.03,77.03,75.92
800.wav,1,0.00,1.00,77.03,77.03,77.03,76.91
801.wav,1,0.00,1.00,77.03,77.03,77.03,75.50
802.wav,0,0.00,1.00,62.25,62.25,62.25,71.44
867.wav,7,0.26,1.00,490.71,490.71,490.71,80.68
869.wav,0,0.84,0.93,653.22,653.22,653.22,88.43
870.wav,2,0.07,0.21,328.19,328.19,328.19,62.68
871.wav,0,0.44,0.86,254.32,254.32,254.32,69.28
874.wav,4,0.30,0.72,254.32,254.32,254.32,78.62
875.wav,0,0.46,0.56,372.51,372.51,372.51,61.90
876.wav,2,0.74,0.98,269.09,269.09,269.09,76.24
879.wav,0,0.67,1.00,283.87,283.87,283.87,80.52
881.wav,0,0.58,0.67,1247.77,1247.77,1247.77,75.35
884.wav,0,0.60,0.84,150.90,150.90,150.90,56.11
888.wav,0,0.44,0.53,727.10,727.10,727.10,71.04
890.wav,0,0.28,1.00,579.35,579.35,579.35,78.91
901.wav,0,0.37,0.65,490.71,490.71,490.71,73.87
903.wav,0,0.37,0.86,150.90,150.90,150.90,67.39
907.wav,0,0.00,0.37,150.90,150.90,150.90,67.05
914.wav,0,0.56,0.84,254.32,254.32,254.32,74.91
918.wav,0,0.19,0.28,254.32,254.32,254.32,77.57
982.wav,2,0.42,0.86,209.99,209.99,209.99,72.45
983.wav,2,0.02,0.23,520.26,520.26,520.26,64.32
984.wav,2,0.42,0.67,549.80,549.80,549.80,59.78
988.wav,0,0.02,0.16,254.32,254.32,254.32,55.93
988.wav,1,0.19,0.44,653.22,653.22,653.22,53.07
996.wav,4,0.84,1.00,209.99,209.99,209.99,63.44
997.wav,0,0.00,0.53,239.54,239.54,239.54,66.46
